ID,Accuracy,std,LOSS,std,ECG,HRV,FEATURES,MULTIFRACS,SHANNON,AUTOREG
0,0.8472151360544217,0.027787441846485073,0.4044728073690619,0.0649398124296315,30s,5m,5m,True,True,True
